T16,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
608,Philippines,2010,Balance of Payments: Financial account (millions of US dollars),"3,753",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
608,Philippines,2015,Balance of Payments: Financial account (millions of US dollars),"4,916",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
608,Philippines,2019,Balance of Payments: Financial account (millions of US dollars),-189,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
608,Philippines,2020,Balance of Payments: Financial account (millions of US dollars),"9,118",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
608,Philippines,2021,Balance of Payments: Financial account (millions of US dollars),"-5,597",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,1985,Balance of Payments: Current account (millions of US dollars),-982,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,1995,Balance of Payments: Current account (millions of US dollars),854,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2010,Balance of Payments: Current account (millions of US dollars),"-26,660",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2015,Balance of Payments: Current account (millions of US dollars),"-4,347",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2019,Balance of Payments: Current account (millions of US dollars),"2,832",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2020,Balance of Payments: Current account (millions of US dollars),"17,319",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2021,Balance of Payments: Current account (millions of US dollars),"-3,895",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,1995,Balance of Payments: Capital account (millions of US dollars),285,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2010,Balance of Payments: Capital account (millions of US dollars),"8,611",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2015,Balance of Payments: Capital account (millions of US dollars),"11,331",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2019,Balance of Payments: Capital account (millions of US dollars),"11,757",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2020,Balance of Payments: Capital account (millions of US dollars),"13,846",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2021,Balance of Payments: Capital account (millions of US dollars),"10,937",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,1985,Balance of Payments: Financial account (millions of US dollars),-864,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,1995,Balance of Payments: Financial account (millions of US dollars),575,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2010,Balance of Payments: Financial account (millions of US dollars),"-30,997",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2015,Balance of Payments: Financial account (millions of US dollars),634,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2019,Balance of Payments: Financial account (millions of US dollars),"6,247",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2020,Balance of Payments: Financial account (millions of US dollars),"22,913",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
616,Poland,2021,Balance of Payments: Financial account (millions of US dollars),"1,409",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,1985,Balance of Payments: Current account (millions of US dollars),380,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,1995,Balance of Payments: Current account (millions of US dollars),-132,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2010,Balance of Payments: Current account (millions of US dollars),"-24,407",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2015,Balance of Payments: Current account (millions of US dollars),471,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2019,Balance of Payments: Current account (millions of US dollars),"1,013",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2020,Balance of Payments: Current account (millions of US dollars),"-2,355",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2021,Balance of Payments: Current account (millions of US dollars),"-2,848",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,1995,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2010,Balance of Payments: Capital account (millions of US dollars),"3,314",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2015,Balance of Payments: Capital account (millions of US dollars),"2,485",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2019,Balance of Payments: Capital account (millions of US dollars),"2,126",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2020,Balance of Payments: Capital account (millions of US dollars),"2,483",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2021,Balance of Payments: Capital account (millions of US dollars),"4,514",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,1985,Balance of Payments: Financial account (millions of US dollars),127,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,1995,Balance of Payments: Financial account (millions of US dollars),"-3,325",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2010,Balance of Payments: Financial account (millions of US dollars),"-20,791",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2015,Balance of Payments: Financial account (millions of US dollars),"2,702",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2019,Balance of Payments: Financial account (millions of US dollars),"3,478",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2020,Balance of Payments: Financial account (millions of US dollars),518,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
620,Portugal,2021,Balance of Payments: Financial account (millions of US dollars),"2,275",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
634,Qatar,2015,Balance of Payments: Current account (millions of US dollars),"13,751",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
634,Qatar,2019,Balance of Payments: Current account (millions of US dollars),"4,260",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
634,Qatar,2020,Balance of Payments: Current account (millions of US dollars),"-2,986",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
634,Qatar,2021,Balance of Payments: Current account (millions of US dollars),"26,288",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
634,Qatar,2015,Balance of Payments: Capital account (millions of US dollars),-737,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
634,Qatar,2019,Balance of Payments: Capital account (millions of US dollars),-143,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
634,Qatar,2020,Balance of Payments: Capital account (millions of US dollars),-168,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
634,Qatar,2021,Balance of Payments: Capital account (millions of US dollars),-145,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
634,Qatar,2015,Balance of Payments: Financial account (millions of US dollars),"13,433",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
634,Qatar,2019,Balance of Payments: Financial account (millions of US dollars),"3,267",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
634,Qatar,2020,Balance of Payments: Financial account (millions of US dollars),"-4,452",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
634,Qatar,2021,Balance of Payments: Financial account (millions of US dollars),"24,527",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,1985,Balance of Payments: Current account (millions of US dollars),"-2,079",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,1995,Balance of Payments: Current account (millions of US dollars),"-10,230",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2010,Balance of Payments: Current account (millions of US dollars),"27,951",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2015,Balance of Payments: Current account (millions of US dollars),"105,119",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2019,Balance of Payments: Current account (millions of US dollars),"59,676",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2020,Balance of Payments: Current account (millions of US dollars),"75,902",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2021,Balance of Payments: Current account (millions of US dollars),"88,302",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,1995,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2010,Balance of Payments: Capital account (millions of US dollars),-63,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2015,Balance of Payments: Capital account (millions of US dollars),-60,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2019,Balance of Payments: Capital account (millions of US dollars),-169,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2020,Balance of Payments: Capital account (millions of US dollars),-386,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2021,Balance of Payments: Capital account (millions of US dollars),-154,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,1985,Balance of Payments: Financial account (millions of US dollars),"-3,660",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,1995,Balance of Payments: Financial account (millions of US dollars),"-11,380",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2010,Balance of Payments: Financial account (millions of US dollars),"21,521",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2015,Balance of Payments: Financial account (millions of US dollars),"102,957",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2019,Balance of Payments: Financial account (millions of US dollars),"59,027",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2020,Balance of Payments: Financial account (millions of US dollars),"81,383",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
410,Republic of Korea,2021,Balance of Payments: Financial account (millions of US dollars),"76,735",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,1995,Balance of Payments: Current account (millions of US dollars),-85,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2010,Balance of Payments: Current account (millions of US dollars),-481,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2015,Balance of Payments: Current account (millions of US dollars),-463,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2019,Balance of Payments: Current account (millions of US dollars),"-1,112",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2020,Balance of Payments: Current account (millions of US dollars),-893,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2021,Balance of Payments: Current account (millions of US dollars),"-1,590",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,1995,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2010,Balance of Payments: Capital account (millions of US dollars),5,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2015,Balance of Payments: Capital account (millions of US dollars),55,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2019,Balance of Payments: Capital account (millions of US dollars),-55,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2020,Balance of Payments: Capital account (millions of US dollars),-66,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2021,Balance of Payments: Capital account (millions of US dollars),-51,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,1995,Balance of Payments: Financial account (millions of US dollars),-103,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2010,Balance of Payments: Financial account (millions of US dollars),-402,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2015,Balance of Payments: Financial account (millions of US dollars),-464,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2019,Balance of Payments: Financial account (millions of US dollars),"-1,149",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2020,Balance of Payments: Financial account (millions of US dollars),"-1,042",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
498,Republic of Moldova,2021,Balance of Payments: Financial account (millions of US dollars),"-1,601",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,1985,Balance of Payments: Current account (millions of US dollars),"1,381",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,1995,Balance of Payments: Current account (millions of US dollars),"-1,774",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2010,Balance of Payments: Current account (millions of US dollars),"-8,478",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2015,Balance of Payments: Current account (millions of US dollars),"-1,396",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2019,Balance of Payments: Current account (millions of US dollars),"-12,184",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2020,Balance of Payments: Current account (millions of US dollars),"-12,535",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2021,Balance of Payments: Current account (millions of US dollars),"-19,751",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,1995,Balance of Payments: Capital account (millions of US dollars),242,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2010,Balance of Payments: Capital account (millions of US dollars),259,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2015,Balance of Payments: Capital account (millions of US dollars),"4,336",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2019,Balance of Payments: Capital account (millions of US dollars),"3,186",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2020,Balance of Payments: Capital account (millions of US dollars),"4,788",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2021,Balance of Payments: Capital account (millions of US dollars),"6,110",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,1985,Balance of Payments: Financial account (millions of US dollars),"1,263",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,1995,Balance of Payments: Financial account (millions of US dollars),"-1,076",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2010,Balance of Payments: Financial account (millions of US dollars),"-7,548",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2015,Balance of Payments: Financial account (millions of US dollars),"4,219",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2019,Balance of Payments: Financial account (millions of US dollars),"-5,728",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2020,Balance of Payments: Financial account (millions of US dollars),"-8,996",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
642,Romania,2021,Balance of Payments: Financial account (millions of US dollars),"-15,372",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,1995,Balance of Payments: Current account (millions of US dollars),"7,438",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2010,Balance of Payments: Current account (millions of US dollars),"67,452",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2015,Balance of Payments: Current account (millions of US dollars),"67,777",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2019,Balance of Payments: Current account (millions of US dollars),"65,542",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2020,Balance of Payments: Current account (millions of US dollars),"36,030",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2021,Balance of Payments: Current account (millions of US dollars),"122,040",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,1995,Balance of Payments: Capital account (millions of US dollars),786,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2010,Balance of Payments: Capital account (millions of US dollars),-41,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2015,Balance of Payments: Capital account (millions of US dollars),-309,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2019,Balance of Payments: Capital account (millions of US dollars),-684,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2020,Balance of Payments: Capital account (millions of US dollars),-519,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2021,Balance of Payments: Capital account (millions of US dollars),-296,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,1995,Balance of Payments: Financial account (millions of US dollars),"-7,560",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2010,Balance of Payments: Financial account (millions of US dollars),"58,278",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2015,Balance of Payments: Financial account (millions of US dollars),"70,326",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2019,Balance of Payments: Financial account (millions of US dollars),"63,531",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2020,Balance of Payments: Financial account (millions of US dollars),"39,324",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
643,Russian Federation,2021,Balance of Payments: Financial account (millions of US dollars),"122,815",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
646,Rwanda,2010,Balance of Payments: Current account (millions of US dollars),-399,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
646,Rwanda,2015,Balance of Payments: Current account (millions of US dollars),"-1,084",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
646,Rwanda,2019,Balance of Payments: Current account (millions of US dollars),"-1,231",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
646,Rwanda,2020,Balance of Payments: Current account (millions of US dollars),"-1,235",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
646,Rwanda,2010,Balance of Payments: Capital account (millions of US dollars),286,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
646,Rwanda,2015,Balance of Payments: Capital account (millions of US dollars),300,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
646,Rwanda,2019,Balance of Payments: Capital account (millions of US dollars),260,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
646,Rwanda,2020,Balance of Payments: Capital account (millions of US dollars),313,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
646,Rwanda,2010,Balance of Payments: Financial account (millions of US dollars),-143,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
646,Rwanda,2015,Balance of Payments: Financial account (millions of US dollars),-736,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
646,Rwanda,2019,Balance of Payments: Financial account (millions of US dollars),-814,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
646,Rwanda,2020,Balance of Payments: Financial account (millions of US dollars),-746,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,1985,Balance of Payments: Current account (millions of US dollars),-7,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,1995,Balance of Payments: Current account (millions of US dollars),-45,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2010,Balance of Payments: Current account (millions of US dollars),-139,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2015,Balance of Payments: Current account (millions of US dollars),-80,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2019,Balance of Payments: Current account (millions of US dollars),-25,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2020,Balance of Payments: Current account (millions of US dollars),-78,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2021,Balance of Payments: Current account (millions of US dollars),-61,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,1995,Balance of Payments: Capital account (millions of US dollars),6,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2010,Balance of Payments: Capital account (millions of US dollars),56,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2015,Balance of Payments: Capital account (millions of US dollars),50,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
659,Saint Kitts and Nevis,2019,Balance of Payments: Capital account (millions of US dollars),57,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
